"beta","deepSplit","minModuleSize","mergeCutHeight","n_mods","effD","delta_effD_nMods","globalMedian_mod_cohesion","grey_proportion"
18,0,100,0.15,10,2.91941150585877,7.08058849414123,0.712456116308225,0
18,0,100,0.2,9,3.01846776605617,5.98153223394383,0.705041825768249,0
18,0,100,0.25,6,3.23747916302759,2.76252083697241,0.510772534138523,0
18,0,100,0.3,6,3.23747916302759,2.76252083697241,0.510772534138523,0
18,1,20,0.15,21,3.74275512636707,17.2572448736329,NA,0
18,1,20,0.2,17,3.90569831405827,13.0943016859417,NA,0
18,1,20,0.25,14,3.87449652889295,10.125503471107,NA,0
18,1,20,0.3,12,3.87731982593955,8.12268017406045,NA,0
18,1,30,0.15,17,3.52320256355447,13.4767974364455,NA,0
18,1,30,0.2,15,3.75366752602731,11.2463324739727,0.647892705053275,0
18,1,30,0.25,13,3.76471577362006,9.23528422637994,NA,0
18,1,30,0.3,12,3.71770355566799,8.28229644433201,NA,0
18,1,40,0.15,13,2.93507141450166,10.0649285854983,0.698942595357378,0
18,1,40,0.2,10,3.04302158911103,6.95697841088897,NA,0
18,1,40,0.25,9,2.95268348987893,6.04731651012107,NA,0
18,1,40,0.3,8,2.95726332141252,5.04273667858748,NA,0
18,1,50,0.15,13,2.95915240088717,10.0408475991128,0.704132656569202,0
18,1,50,0.2,9,3.07958534359966,5.92041465640034,NA,0
18,1,50,0.25,9,3.07958534359966,5.92041465640034,NA,0
18,1,50,0.3,8,3.11273076901758,4.88726923098242,NA,0
18,1,60,0.15,11,2.87673917597204,8.12326082402796,0.718482876760954,0
18,1,60,0.2,7,3.17124819976036,3.82875180023964,0.538485907725336,0
18,1,60,0.25,7,3.17124819976036,3.82875180023964,0.538485907725336,0
18,1,60,0.3,6,3.19994713782804,2.80005286217196,NA,0
18,1,70,0.15,11,2.87673917597204,8.12326082402796,0.718482876760954,0
18,1,70,0.2,7,3.17124819976036,3.82875180023964,0.538485907725336,0
18,1,70,0.25,7,3.17124819976036,3.82875180023964,0.538485907725336,0
18,1,70,0.3,6,3.19994713782804,2.80005286217196,NA,0
18,1,80,0.15,11,2.92357388727413,8.07642611272587,0.71703085852629,0
18,1,80,0.2,9,3.01765982429878,5.98234017570122,0.707917595835121,0
18,1,80,0.25,6,3.23699472221808,2.76300527778192,0.538485907725336,0
18,1,80,0.3,6,3.23699472221808,2.76300527778192,0.538485907725336,0
18,1,90,0.15,11,2.92357388727413,8.07642611272587,0.71703085852629,0
18,1,90,0.2,9,3.01765982429878,5.98234017570122,0.707917595835121,0
18,1,90,0.25,6,3.23699472221808,2.76300527778192,0.538485907725336,0
18,1,90,0.3,6,3.23699472221808,2.76300527778192,0.538485907725336,0
18,1,100,0.15,11,2.92357388727413,8.07642611272587,0.71703085852629,0
18,1,100,0.2,9,3.01765982429878,5.98234017570122,0.707917595835121,0
18,1,100,0.25,6,3.23699472221808,2.76300527778192,0.538485907725336,0
18,1,100,0.3,6,3.23699472221808,2.76300527778192,0.538485907725336,0
18,2,20,0.15,28,4.05421628795626,23.9457837120437,NA,0
18,2,20,0.2,23,4.16244053382616,18.8375594661738,NA,0
18,2,20,0.25,18,4.10354499500938,13.8964550049906,NA,0
18,2,20,0.3,14,4.06449576784391,9.93550423215609,NA,0
18,2,30,0.15,22,3.80992654741067,18.1900734525893,0.67484531780376,0
18,2,30,0.2,19,3.92739328649988,15.0726067135001,NA,0
18,2,30,0.25,14,4.03603329917482,9.96396670082518,NA,0
18,2,30,0.3,13,3.9775462000007,9.0224537999993,NA,0
18,2,40,0.15,17,3.21064202284106,13.7893579771589,0.662534173846405,0
18,2,40,0.2,15,3.30716782869528,11.6928321713047,NA,0
18,2,40,0.25,11,3.26659927731929,7.73340072268071,NA,0
18,2,40,0.3,11,3.26659927731929,7.73340072268071,NA,0
18,2,50,0.15,15,3.05055288958575,11.9494471104142,0.697268740835879,0
18,2,50,0.2,12,3.11132902314414,8.88867097685586,NA,0
18,2,50,0.25,9,3.07918634926553,5.92081365073447,NA,0
18,2,50,0.3,8,3.09819534018807,4.90180465981193,NA,0
18,2,60,0.15,14,2.94516641807934,11.0548335819207,0.695627168883291,0
18,2,60,0.2,11,3.01223292508857,7.98776707491143,0.628749648581711,0
18,2,60,0.25,9,3.07225737831865,5.92774262168135,NA,0
18,2,60,0.3,8,3.09210440717107,4.90789559282893,NA,0
18,2,70,0.15,13,2.86358825251325,10.1364117474867,0.702513078332183,0
18,2,70,0.2,9,2.98518897044148,6.01481102955852,NA,0
18,2,70,0.25,8,3.03881508223727,4.96118491776273,NA,0
18,2,70,0.3,8,3.03881508223727,4.96118491776273,NA,0
18,2,80,0.15,12,2.9062888779134,9.0937111220866,0.714106886589484,0
18,2,80,0.2,10,2.98339111936974,7.01660888063026,0.689440060376736,0
18,2,80,0.25,7,3.08453709197341,3.91546290802659,NA,0
18,2,80,0.3,7,3.08453709197341,3.91546290802659,NA,0
18,2,90,0.15,11,2.92236608981375,8.07763391018625,0.722046391862552,0
18,2,90,0.2,9,3.01674198705045,5.98325801294955,0.706167381316414,0
18,2,90,0.25,6,3.23147914848876,2.76852085151124,0.511348602343286,0
18,2,90,0.3,6,3.23147914848876,2.76852085151124,0.511348602343286,0
18,2,100,0.15,11,2.92236608981375,8.07763391018625,0.722046391862552,0
18,2,100,0.2,9,3.01674198705045,5.98325801294955,0.706167381316414,0
18,2,100,0.25,6,3.23147914848876,2.76852085151124,0.511348602343286,0
18,2,100,0.3,6,3.23147914848876,2.76852085151124,0.511348602343286,0
18,3,20,0.15,36,4.50261741980501,31.497382580195,NA,0
18,3,20,0.2,31,4.57417073169565,26.4258292683043,NA,0
18,3,20,0.25,21,4.7138577059491,16.2861422940509,NA,0
18,3,20,0.3,19,4.80067600710059,14.1993239928994,NA,0
18,3,30,0.15,29,4.10676827697417,24.8932317230258,0.689523278044732,0
18,3,30,0.2,22,4.17990424559047,17.8200957544095,NA,0
18,3,30,0.25,17,4.24523347952192,12.7547665204781,NA,0
18,3,30,0.3,14,4.35717597700315,9.64282402299684,NA,0
18,3,40,0.15,21,3.50765636038382,17.4923436396162,0.669853893725302,0
18,3,40,0.2,16,3.64568005942873,12.3543199405713,NA,0
18,3,40,0.25,14,3.59178734424322,10.4082126557568,NA,0
18,3,40,0.3,12,3.79230321646138,8.20769678353862,NA,0
18,3,50,0.15,18,3.44435175621863,14.5556482437814,0.67374648448545,0
18,3,50,0.2,14,3.72649862847564,10.2735013715244,0.647023418796346,0
18,3,50,0.25,12,3.74004006562809,8.25995993437191,NA,0
18,3,50,0.3,11,3.83644974915006,7.16355025084994,NA,0
18,3,60,0.15,18,3.44435175621863,14.5556482437814,0.67374648448545,0
18,3,60,0.2,14,3.72649862847564,10.2735013715244,0.647023418796346,0
18,3,60,0.25,12,3.74004006562809,8.25995993437191,NA,0
18,3,60,0.3,11,3.83644974915006,7.16355025084994,NA,0
18,3,70,0.15,16,3.31723399373023,12.6827660062698,0.682095963638968,0
18,3,70,0.2,11,3.69367344127655,7.30632655872345,NA,0
18,3,70,0.25,11,3.69367344127655,7.30632655872345,NA,0
18,3,70,0.3,11,3.69367344127655,7.30632655872345,NA,0
18,3,80,0.15,14,3.40428029294269,10.5957197070573,0.66875344413714,0
18,3,80,0.2,13,3.43189610857919,9.56810389142081,0.643208722488953,0
18,3,80,0.25,10,3.56923984023321,6.43076015976679,NA,0
18,3,80,0.3,10,3.56923984023321,6.43076015976679,NA,0
18,3,90,0.15,12,3.10794899249234,8.89205100750766,0.695975227194896,0
18,3,90,0.2,10,3.0980002831582,6.9019997168418,NA,0
18,3,90,0.25,8,3.25126689362319,4.74873310637681,NA,0
18,3,90,0.3,8,3.25126689362319,4.74873310637681,NA,0
18,3,100,0.15,12,3.10794899249234,8.89205100750766,0.695975227194896,0
18,3,100,0.2,10,3.0980002831582,6.9019997168418,NA,0
18,3,100,0.25,8,3.25126689362319,4.74873310637681,NA,0
18,3,100,0.3,8,3.25126689362319,4.74873310637681,NA,0
18,4,20,0.15,38,4.54379165193985,33.4562083480602,NA,0
18,4,20,0.2,32,4.70200537703295,27.297994622967,NA,0
18,4,20,0.25,23,4.9374874986713,18.0625125013287,NA,0
18,4,20,0.3,20,4.9774571668698,15.0225428331302,NA,0
18,4,30,0.15,28,4.07919334151402,23.920806658486,NA,0
18,4,30,0.2,22,4.20601384084359,17.7939861591564,NA,0
18,4,30,0.25,17,4.17031958925638,12.8296804107436,NA,0
18,4,30,0.3,15,4.35841836311225,10.6415816368877,NA,0
18,4,40,0.15,21,3.50536819374453,17.4946318062555,0.658468790580567,0
18,4,40,0.2,16,3.64415134798575,12.3558486520143,NA,0
18,4,40,0.25,14,3.5879903310248,10.4120096689752,NA,0
18,4,40,0.3,12,3.78737813852918,8.21262186147082,NA,0
18,4,50,0.15,18,3.44592610341675,14.5540738965833,0.675865886428519,0
18,4,50,0.2,14,3.72799138256592,10.2720086174341,0.641129100676869,0
18,4,50,0.25,12,3.73690335710727,8.26309664289273,NA,0
18,4,50,0.3,11,3.83460673656194,7.16539326343806,NA,0
18,4,60,0.15,18,3.44592610341675,14.5540738965833,0.675865886428519,0
18,4,60,0.2,14,3.72799138256592,10.2720086174341,0.641129100676869,0
18,4,60,0.25,12,3.73690335710727,8.26309664289273,NA,0
18,4,60,0.3,11,3.83460673656194,7.16539326343806,NA,0
18,4,70,0.15,17,3.47160273323533,13.5283972667647,0.675865886428519,0
18,4,70,0.2,12,3.90681244916205,8.09318755083795,NA,0
18,4,70,0.25,12,3.90681244916205,8.09318755083795,NA,0
18,4,70,0.3,12,3.90681244916205,8.09318755083795,NA,0
18,4,80,0.15,16,3.57325423435872,12.4267457656413,0.66816997099661,0
18,4,80,0.2,14,3.6928742857789,10.3071257142211,0.646288636925759,0
18,4,80,0.25,11,3.9376144420518,7.0623855579482,NA,0
18,4,80,0.3,11,3.9376144420518,7.0623855579482,NA,0
18,4,90,0.15,14,3.29390241262316,10.7060975873768,0.66835477524737,0
18,4,90,0.2,11,3.3817017591237,7.6182982408763,NA,0
18,4,90,0.25,9,3.63433390557807,5.36566609442193,NA,0
18,4,90,0.3,9,3.63433390557807,5.36566609442193,NA,0
18,4,100,0.15,13,3.0956555206071,9.9043444793929,0.662071047480393,0
18,4,100,0.2,10,3.11368213475068,6.88631786524932,NA,0
18,4,100,0.25,9,3.23743751838211,5.76256248161789,NA,0
18,4,100,0.3,8,3.27763315372531,4.72236684627469,NA,0
20,0,20,0.15,16,3.04177216302549,12.9582278369745,0.720071964595166,0
20,0,20,0.2,11,3.15441506379445,7.84558493620555,NA,0
20,0,20,0.25,10,3.08640886702704,6.91359113297296,NA,0
20,0,20,0.3,9,3.18404047752524,5.81595952247476,NA,0
20,0,30,0.15,14,2.96680672736829,11.0331932726317,0.720071964595166,0
20,0,30,0.2,10,2.9493080310631,7.0506919689369,NA,0
20,0,30,0.25,8,3.04607734355447,4.95392265644553,NA,0
20,0,30,0.3,8,3.04607734355447,4.95392265644553,NA,0
20,0,40,0.15,11,2.52448325761599,8.47551674238401,0.72203554511779,0
20,0,40,0.2,9,2.38558437466107,6.61441562533893,NA,0
20,0,40,0.25,6,2.28651694109432,3.71348305890568,0.569735195840866,0
20,0,40,0.3,6,2.28651694109432,3.71348305890568,0.506594505326623,0
20,0,50,0.15,10,2.46670153901536,7.53329846098464,0.712533995860641,0
20,0,50,0.2,8,2.35214453205166,5.64785546794834,0.655173989049303,0
20,0,50,0.25,7,2.28512588637478,4.71487411362522,0.618290578723331,0
20,0,50,0.3,6,2.36059011687908,3.63940988312092,0.506594505326623,0
20,0,60,0.15,10,2.49302050787361,7.50697949212639,0.720772357093696,0
20,0,60,0.2,8,2.47779237292121,5.52220762707879,0.698357652472355,0
20,0,60,0.25,6,2.54157789911494,3.45842210088506,NA,0
20,0,60,0.3,6,2.54157789911494,3.45842210088506,0.506594505326623,0
20,0,70,0.15,10,2.49302050787361,7.50697949212639,0.720772357093696,0
20,0,70,0.2,8,2.47779237292121,5.52220762707879,0.698357652472355,0
20,0,70,0.25,6,2.54157789911494,3.45842210088506,NA,0
20,0,70,0.3,6,2.54157789911494,3.45842210088506,0.506594505326623,0
20,0,80,0.15,10,2.49302050787361,7.50697949212639,0.720772357093696,0
20,0,80,0.2,8,2.47779237292121,5.52220762707879,0.698357652472355,0
20,0,80,0.25,6,2.54157789911494,3.45842210088506,NA,0
20,0,80,0.3,6,2.54157789911494,3.45842210088506,0.506594505326623,0
20,0,90,0.15,9,2.43607248644,6.56392751356,0.700468211128216,0
20,0,90,0.2,7,2.43379216012854,4.56620783987146,0.649501500226412,0
20,0,90,0.25,6,2.54066461186082,3.45933538813918,NA,0
20,0,90,0.3,6,2.54066461186082,3.45933538813918,0.562442542024977,0
20,0,100,0.15,8,2.39302996930124,5.60697003069876,0.694293844898616,0
20,0,100,0.2,7,2.50183778914797,4.49816221085203,0.689450649548461,0
20,0,100,0.25,6,2.54243953280059,3.45756046719941,0.646302214696598,0
20,0,100,0.3,6,2.54243953280059,3.45756046719941,0.646302214696598,0
20,1,20,0.15,20,3.41854595599108,16.5814540440089,NA,0
20,1,20,0.2,16,3.58089733442536,12.4191026655746,NA,0
20,1,20,0.25,14,3.64145577569016,10.3585442243098,NA,0
20,1,20,0.3,12,3.62499707102086,8.37500292897914,NA,0
20,1,30,0.15,18,3.07373938251236,14.9262606174876,0.70277280889258,0
20,1,30,0.2,12,3.26082743344719,8.73917256655281,NA,0
20,1,30,0.25,11,3.20978333188215,7.79021666811785,NA,0
20,1,30,0.3,10,3.18969662666591,6.81030337333409,NA,0
20,1,40,0.15,15,2.95778833608043,12.0422116639196,0.714640057112741,0
20,1,40,0.2,9,3.04269051814984,5.95730948185016,NA,0
20,1,40,0.25,8,3.04578729480251,4.95421270519749,NA,0
20,1,40,0.3,8,3.04578729480251,4.95421270519749,NA,0
20,1,50,0.15,13,2.57785117639732,10.4221488236027,0.722537200088839,0
20,1,50,0.2,9,2.37319621397486,6.62680378602514,NA,0
20,1,50,0.25,7,2.28288744248224,4.71711255751776,NA,0
20,1,50,0.3,6,2.36185775927532,3.63814224072468,NA,0
20,1,60,0.15,12,2.55167099409481,9.44832900590519,0.726574062545036,0
20,1,60,0.2,9,2.50172816500403,6.49827183499597,0.700179484185425,0
20,1,60,0.25,6,2.54224708158798,3.45775291841202,NA,0
20,1,60,0.3,6,2.54224708158798,3.45775291841202,NA,0
20,1,70,0.15,11,2.52304516189957,8.47695483810043,0.738385538208693,0
20,1,70,0.2,9,2.50009329233803,6.49990670766197,0.700323887855086,0
20,1,70,0.25,6,2.46854693885924,3.53145306114076,0.568671815680766,0
20,1,70,0.3,6,2.46854693885924,3.53145306114076,0.506594505326623,0
20,1,80,0.15,11,2.52304516189957,8.47695483810043,0.738385538208693,0
20,1,80,0.2,9,2.50009329233803,6.49990670766197,0.700323887855086,0
20,1,80,0.25,6,2.46854693885924,3.53145306114076,0.568671815680766,0
20,1,80,0.3,6,2.46854693885924,3.53145306114076,0.506594505326623,0
20,1,90,0.15,11,2.52304516189957,8.47695483810043,0.738385538208693,0
20,1,90,0.2,9,2.50009329233803,6.49990670766197,0.700323887855086,0
20,1,90,0.25,6,2.46854693885924,3.53145306114076,0.568671815680766,0
20,1,90,0.3,6,2.46854693885924,3.53145306114076,0.506594505326623,0
20,1,100,0.15,11,2.52304516189957,8.47695483810043,0.738385538208693,0
20,1,100,0.2,9,2.50009329233803,6.49990670766197,0.700323887855086,0
20,1,100,0.25,6,2.46854693885924,3.53145306114076,0.568671815680766,0
20,1,100,0.3,6,2.46854693885924,3.53145306114076,0.506594505326623,0
20,2,20,0.15,28,3.66095779016305,24.3390422098369,NA,0
20,2,20,0.2,20,3.89953038172589,16.1004696182741,NA,0
20,2,20,0.25,17,3.89873442688609,13.1012655731139,NA,0
20,2,20,0.3,14,3.79407053225114,10.2059294677489,NA,0
20,2,30,0.15,22,3.30835956814027,18.6916404318597,NA,0
20,2,30,0.2,18,3.43164202310635,14.5683579768936,NA,0
20,2,30,0.25,12,3.49065012082295,8.50934987917705,NA,0
20,2,30,0.3,11,3.45747040395346,7.54252959604654,NA,0
20,2,40,0.15,18,3.09645769194321,14.9035423080568,0.704732976876453,0
20,2,40,0.2,12,3.27127867870242,8.72872132129758,NA,0
20,2,40,0.25,10,3.3462249637498,6.6537750362502,NA,0
20,2,40,0.3,10,3.3462249637498,6.6537750362502,NA,0
20,2,50,0.15,16,2.94782554069853,13.0521744593015,0.721410227713699,0
20,2,50,0.2,11,2.87772751255747,8.12227248744253,NA,0
20,2,50,0.25,9,3.04724594031447,5.95275405968553,NA,0
20,2,50,0.3,9,3.04724594031447,5.95275405968553,NA,0
20,2,60,0.15,14,2.72177542798446,11.2782245720155,0.731382208992239,0
20,2,60,0.2,10,2.67241046199834,7.32758953800166,NA,0
20,2,60,0.25,7,2.79165303726552,4.20834696273448,NA,0
20,2,60,0.3,7,2.79165303726552,4.20834696273448,NA,0
20,2,70,0.15,13,2.58317785254607,10.4168221474539,0.735667603731676,0
20,2,70,0.2,9,2.4955534315472,6.5044465684528,0.701175757254808,0
20,2,70,0.25,6,2.542251285156,3.457748714844,NA,0
20,2,70,0.3,6,2.542251285156,3.457748714844,NA,0
20,2,80,0.15,12,2.54290628291403,9.45709371708597,0.725369495822419,0
20,2,80,0.2,8,2.42855459179552,5.57144540820448,0.621333547954222,0
20,2,80,0.25,6,2.53990553507537,3.46009446492463,NA,0
20,2,80,0.3,6,2.53990553507537,3.46009446492463,NA,0
20,2,90,0.15,11,2.51822227702821,8.48177772297179,0.735667603731676,0
20,2,90,0.2,8,2.42902765256452,5.57097234743548,0.650421481268499,0
20,2,90,0.25,6,2.46801194606148,3.53198805393852,0.56991785212662,0
20,2,90,0.3,6,2.46801194606148,3.53198805393852,0.506594505326623,0
20,2,100,0.15,11,2.51822227702821,8.48177772297179,0.735667603731676,0
20,2,100,0.2,8,2.42902765256452,5.57097234743548,0.650421481268499,0
20,2,100,0.25,6,2.46801194606148,3.53198805393852,0.56991785212662,0
20,2,100,0.3,6,2.46801194606148,3.53198805393852,0.506594505326623,0
20,3,20,0.15,39,4.19524864568513,34.8047513543149,NA,0
20,3,20,0.2,28,4.56227822465791,23.4377217753421,NA,0
20,3,20,0.25,20,4.40329071487376,15.5967092851262,NA,0
20,3,20,0.3,18,4.33922171597199,13.660778284028,NA,0
20,3,30,0.15,30,3.85484011850351,26.1451598814965,NA,0
20,3,30,0.2,21,3.97198832821587,17.0280116717841,NA,0
20,3,30,0.25,19,4.0777246810402,14.9222753189598,NA,0
20,3,30,0.3,13,4.09870783423758,8.90129216576242,NA,0
20,3,40,0.15,24,3.79521380921571,20.2047861907843,0.670774140102963,0
20,3,40,0.2,17,4.0206113764347,12.9793886235653,NA,0
20,3,40,0.25,15,4.12266923422417,10.8773307657758,NA,0
20,3,40,0.3,14,4.15197892715974,9.84802107284026,NA,0
20,3,50,0.15,21,3.68253208576096,17.317467914239,0.696162994003153,0
20,3,50,0.2,14,4.08139556118978,9.91860443881022,NA,0
20,3,50,0.25,13,4.16488121533957,8.83511878466043,NA,0
20,3,50,0.3,13,4.16488121533957,8.83511878466043,NA,0
20,3,60,0.15,16,3.31939664857687,12.6806033514231,0.696162994003153,0
20,3,60,0.2,14,3.47695238526417,10.5230476147358,0.64359468449601,0
20,3,60,0.25,11,3.61981084264755,7.38018915735245,NA,0
20,3,60,0.3,11,3.61981084264755,7.38018915735245,NA,0
20,3,70,0.15,15,3.0313663055952,11.9686336944048,0.697981613042552,0
20,3,70,0.2,13,3.13551741064091,9.86448258935909,NA,0
20,3,70,0.25,10,3.19959222750161,6.80040777249839,NA,0
20,3,70,0.3,10,3.19959222750161,6.80040777249839,NA,0
20,3,80,0.15,14,2.87710919834503,11.122890801655,0.704547186084855,0
20,3,80,0.2,11,2.88693151844242,8.11306848155758,0.635868264817744,0
20,3,80,0.25,9,3.05811934061648,5.94188065938352,NA,0
20,3,80,0.3,9,3.05811934061648,5.94188065938352,NA,0
20,3,90,0.15,13,2.70599938350434,10.2940006164957,0.715041756389613,0
20,3,90,0.2,10,2.73743784143127,7.26256215856873,0.637649528313731,0
20,3,90,0.25,8,2.79462530753486,5.20537469246514,NA,0
20,3,90,0.3,8,2.79462530753486,5.20537469246514,0.603501548199686,0
20,3,100,0.15,13,2.70599938350434,10.2940006164957,0.715041756389613,0
20,3,100,0.2,10,2.73743784143127,7.26256215856873,0.637649528313731,0
20,3,100,0.25,8,2.79462530753486,5.20537469246514,NA,0
20,3,100,0.3,8,2.79462530753486,5.20537469246514,0.603501548199686,0
20,4,20,0.15,41,4.29889522419627,36.7011047758037,NA,0
20,4,20,0.2,29,4.62718061804333,24.3728193819567,NA,0
20,4,20,0.25,23,4.48568773692438,18.5143122630756,NA,0
20,4,20,0.3,20,4.55553678460157,15.4444632153984,NA,0
20,4,30,0.15,30,3.83024339599915,26.1697566040009,NA,0
20,4,30,0.2,21,3.93746266759385,17.0625373324062,NA,0
20,4,30,0.25,19,4.04233666489611,14.9576633351039,NA,0
20,4,30,0.3,14,4.03784794307644,9.96215205692356,NA,0
20,4,40,0.15,24,3.78591819746119,20.2140818025388,0.667998178265344,0
20,4,40,0.2,17,4.01012520815354,12.9898747918465,NA,0
20,4,40,0.25,14,4.1595243217424,9.8404756782576,NA,0
20,4,40,0.3,14,4.1595243217424,9.8404756782576,NA,0
20,4,50,0.15,21,3.66861786218802,17.331382137812,0.693376154523631,0
20,4,50,0.2,14,4.06763563318369,9.93236436681631,NA,0
20,4,50,0.25,13,4.14896477761762,8.85103522238238,NA,0
20,4,50,0.3,13,4.14896477761762,8.85103522238238,NA,0
20,4,60,0.15,17,3.26067984093683,13.7393201590632,0.67500231497344,0
20,4,60,0.2,14,3.40032339623023,10.5996766037698,NA,0
20,4,60,0.25,12,3.55633377020271,8.44366622979729,NA,0
20,4,60,0.3,11,3.59492007160191,7.40507992839809,NA,0
20,4,70,0.15,17,3.26067984093683,13.7393201590632,0.67500231497344,0
20,4,70,0.2,14,3.40032339623023,10.5996766037698,NA,0
20,4,70,0.25,12,3.55633377020271,8.44366622979729,NA,0
20,4,70,0.3,11,3.59492007160191,7.40507992839809,NA,0
20,4,80,0.15,16,3.31369037990832,12.6863096200917,0.696588193302791,0
20,4,80,0.2,13,3.38890306255666,9.61109693744334,0.614860773273098,0
20,4,80,0.25,11,3.59176242746595,7.40823757253405,NA,0
20,4,80,0.3,11,3.59176242746595,7.40823757253405,NA,0
20,4,90,0.15,14,2.89599020862336,11.1040097913766,0.707097523389289,0
20,4,90,0.2,11,2.93826150676573,8.06173849323427,0.622351730319812,0
20,4,90,0.25,9,2.98161630552339,6.01838369447661,NA,0
20,4,90,0.3,8,3.06980076584204,4.93019923415796,NA,0
20,4,100,0.15,14,2.89599020862336,11.1040097913766,0.707097523389289,0
20,4,100,0.2,11,2.93826150676573,8.06173849323427,0.622351730319812,0
20,4,100,0.25,9,2.98161630552339,6.01838369447661,NA,0
20,4,100,0.3,8,3.06980076584204,4.93019923415796,NA,0
22,0,20,0.15,17,3.23359477103263,13.7664052289674,NA,0
22,0,20,0.2,12,3.25137860721635,8.74862139278365,NA,0
22,0,20,0.25,11,3.40089224672493,7.59910775327507,NA,0
22,0,20,0.3,10,3.44564482344681,6.55435517655319,NA,0
22,0,30,0.15,12,2.83561818615457,9.16438181384543,0.735147952521898,0
22,0,30,0.2,10,2.79345522534659,7.20654477465341,0.700758147936254,0
22,0,30,0.25,7,2.75289564675462,4.24710435324538,NA,0
22,0,30,0.3,6,2.80640282501701,3.19359717498299,NA,0
22,0,40,0.15,11,2.77155121059849,8.22844878940151,0.731000638228907,0
22,0,40,0.2,9,2.7364333693367,6.2635666306633,NA,0
22,0,40,0.25,6,2.80521391883823,3.19478608116177,NA,0
22,0,40,0.3,6,2.80521391883823,3.19478608116177,NA,0
22,0,50,0.15,11,2.75373245918581,8.24626754081419,0.731024848043307,0
22,0,50,0.2,9,2.73523932071343,6.26476067928657,0.698479314499026,0
22,0,50,0.25,6,2.80404190561534,3.19595809438466,NA,0
22,0,50,0.3,6,2.80404190561534,3.19595809438466,NA,0
22,0,60,0.15,9,2.72754315189471,6.27245684810529,0.716202236588561,0
22,0,60,0.2,8,2.8032699623619,5.1967300376381,0.691100277412898,0
22,0,60,0.25,7,2.76100663563009,4.23899336436991,NA,0
22,0,60,0.3,6,2.79989331218038,3.20010668781962,NA,0
22,0,70,0.15,9,2.72754315189471,6.27245684810529,0.716202236588561,0
22,0,70,0.2,8,2.8032699623619,5.1967300376381,0.691100277412898,0
22,0,70,0.25,7,2.76100663563009,4.23899336436991,NA,0
22,0,70,0.3,6,2.79989331218038,3.20010668781962,NA,0
22,0,80,0.15,8,2.60305355290653,5.39694644709347,0.711501560266977,0
22,0,80,0.2,7,2.61824293375671,4.38175706624329,0.678930541195963,0
22,0,80,0.25,6,2.61575066053968,3.38424933946032,0.670341597072554,0
22,0,80,0.3,6,2.61575066053968,3.38424933946032,0.670341597072554,0
22,0,90,0.15,7,2.47278116368997,4.52721883631003,0.682857688426433,0
22,0,90,0.2,6,2.42161236295183,3.57838763704817,0.675286890769511,0
22,0,90,0.25,6,2.42161236295183,3.57838763704817,0.675286890769511,0
22,0,90,0.3,6,2.42161236295183,3.57838763704817,0.675286890769511,0
22,0,100,0.15,7,2.47278116368997,4.52721883631003,0.682857688426433,0
22,0,100,0.2,6,2.42161236295183,3.57838763704817,0.675286890769511,0
22,0,100,0.25,6,2.42161236295183,3.57838763704817,0.675286890769511,0
22,0,100,0.3,6,2.42161236295183,3.57838763704817,0.675286890769511,0
22,1,20,0.15,19,3.34895617489862,15.6510438251014,NA,0
22,1,20,0.2,14,3.26316403206568,10.7368359679343,NA,0
22,1,20,0.25,13,3.21537225855702,9.78462774144298,NA,0
22,1,20,0.3,8,3.24984360531241,4.75015639468759,NA,0
22,1,30,0.15,18,3.19182361968238,14.8081763803176,NA,0
22,1,30,0.2,14,3.26479579461623,10.7352042053838,NA,0
22,1,30,0.25,13,3.2156597198522,9.7843402801478,NA,0
22,1,30,0.3,9,3.29755429294423,5.70244570705577,NA,0
22,1,40,0.15,15,3.09818893002693,11.9018110699731,NA,0
22,1,40,0.2,11,3.16840237036498,7.83159762963502,NA,0
22,1,40,0.25,9,3.31629773342406,5.68370226657594,NA,0
22,1,40,0.3,9,3.31629773342406,5.68370226657594,NA,0
22,1,50,0.15,12,2.87966349190954,9.12033650809046,0.705084419545,0
22,1,50,0.2,9,2.91064477743705,6.08935522256295,NA,0
22,1,50,0.25,8,2.86959251005773,5.13040748994227,NA,0
22,1,50,0.3,8,2.86959251005773,5.13040748994227,NA,0
22,1,60,0.15,11,2.75043416910456,8.24956583089544,0.729915179658035,0
22,1,60,0.2,9,2.7331826422051,6.2668173577949,0.697915303682217,0
22,1,60,0.25,7,2.75836201533548,4.24163798466452,NA,0
22,1,60,0.3,6,2.80103976482306,3.19896023517694,NA,0
22,1,70,0.15,11,2.75043416910456,8.24956583089544,0.729915179658035,0
22,1,70,0.2,9,2.7331826422051,6.2668173577949,0.697915303682217,0
22,1,70,0.25,7,2.75836201533548,4.24163798466452,NA,0
22,1,70,0.3,6,2.80103976482306,3.19896023517694,NA,0
22,1,80,0.15,10,2.67154605543883,7.32845394456117,0.722619738532318,0
22,1,80,0.2,9,2.73269675337075,6.26730324662925,0.706779633498341,0
22,1,80,0.25,7,2.7597673884986,4.2402326115014,NA,0
22,1,80,0.3,6,2.79758932686449,3.20241067313551,NA,0
22,1,90,0.15,10,2.67154605543883,7.32845394456117,0.722619738532318,0
22,1,90,0.2,9,2.73269675337075,6.26730324662925,0.706779633498341,0
22,1,90,0.25,7,2.7597673884986,4.2402326115014,NA,0
22,1,90,0.3,6,2.79758932686449,3.20241067313551,NA,0
